000;21813086;21711427;-1
001;21813086;21711427;-1
002;21813086;21711427;-1
003;21813086;21711427;-1
004;21813086;21711427;-1
005;21813086;21711427;-1
006;21813086;21711427;-1
007;21813086;21711427;-1
008;21813086;21711427;-1
009;21813086;21711427;-1
010;21813086;21711427;-1
011;21813086;21711427;-1
012;21813086;21711427;-1
013;21813086;21711427;-1
014;21813086;21711427;-1
015;21813086;21711427;-1
016;21813086;21711427;-1
017;21813086;21711427;-1
018;21813086;21711427;-1
019;21813086;21711427;-1
020;21813086;21711427;-1
021;21813086;21711427;-1
022;21813086;21711427;-1
023;21813086;21711427;-1
024;21813086;21711427;-1
025;21813086;21711427;-1
026;21813086;21711427;-1
027;21813086;21711427;-1
028;21813086;21711427;-1
029;21813086;21711427;-1
030;21813086;21711427;3
031;21813086;21711427;-1
032;21813086;21711427;-1
033;21813086;21711427;-1
034;21813086;21711427;2
035;21813086;21711427;-1
036;21813086;21711427;-1
037;21813086;21711427;-1
038;21813086;21711427;-1
039;21813086;21711427;0
040;21813086;21711427;-1
041;21813086;21711427;-1
042;21813086;21711427;-1
043;21813086;21711427;-1
044;21813086;21711427;-1
045;21813086;21711427;-1
046;21813086;21711427;2
047;21813086;21711427;-1
048;21813086;21711427;-1
000;21507748;21711293;0
001;21507748;21711293;0
002;21507748;21711293;0
003;21507748;21711293;0
004;21507748;21711293;0
005;21507748;21711293;0
006;21507748;21711293;0
007;21507748;21711293;0
008;21507748;21711293;0
009;21507748;21711293;0
010;21507748;21711293;0
011;21507748;21711293;0
012;21507748;21711293;0
013;21507748;21711293;0
014;21507748;21711293;0
015;21507748;21711293;0
016;21507748;21711293;0
017;21507748;21711293;0
018;21507748;21711293;0
019;21507748;21711293;0
020;21507748;21711293;0
021;21507748;21711293;0
022;21507748;21711293;0
023;21507748;21711293;0
024;21507748;21711293;0
025;21507748;21711293;0
026;21507748;21711293;0
027;21507748;21711293;0
028;21507748;21711293;0
029;21507748;21711293;0
030;21507748;21711293;5
031;21507748;21711293;0
032;21507748;21711293;0
033;21507748;21711293;0
034;21507748;21711293;1
035;21507748;21711293;1
036;21507748;21711293;0
037;21507748;21711293;0
038;21507748;21711293;10
039;21507748;21711293;0
040;21507748;21711293;0
041;21507748;21711293;0
042;21507748;21711293;0
043;21507748;21711293;0
044;21507748;21711293;0
045;21507748;21711293;0
046;21507748;21711293;0
047;21507748;21711293;0
048;21507748;21711293;0
000;21301016;21601489;50
001;21301016;21601489;110
002;21301016;21601489;-1
003;21301016;21601489;-1
004;21301016;21601489;15
005;21301016;21601489;-1
006;21301016;21601489;-1
007;21301016;21601489;1
008;21301016;21601489;2
009;21301016;21601489;0
010;21301016;21601489;0
011;21301016;21601489;0
012;21301016;21601489;10
013;21301016;21601489;0
014;21301016;21601489;5
015;21301016;21601489;4
016;21301016;21601489;-1
017;21301016;21601489;-1
018;21301016;21601489;0
019;21301016;21601489;-1000
020;21301016;21601489;0
021;21301016;21601489;0
022;21301016;21601489;0
023;21301016;21601489;0
024;21301016;21601489;0
025;21301016;21601489;0
026;21301016;21601489;0
027;21301016;21601489;0
028;21301016;21601489;0
029;21301016;21601489;1000
030;21301016;21601489;-100
031;21301016;21601489;-100
032;21301016;21601489;-100
033;21301016;21601489;-100
034;21301016;21601489;-100
035;21301016;21601489;0
036;21301016;21601489;-1
037;21301016;21601489;3
038;21301016;21601489;0
039;21301016;21601489;-1
040;21301016;21601489;0
041;21301016;21601489;-1
042;21301016;21601489;-1
043;21301016;21601489;-1000
044;21301016;21601489;0
045;21301016;21601489;100
046;21301016;21601489;0
047;21301016;21601489;0
048;21301016;21601489;0
